text,label,source
"Hi there, you have a new notification. Please click here to view the update. For your convenience, a link and attachment are included. Do not reply to this auto-generated message.

Keywords: do not share, confidential, link, share, forward

IT Desk,
Jamie Garcia",1,phishing
when you and derek done with class?,0,sms
"Subject: Conference registration

Sharing the revised documentation with examples. The new endpoints are described in section two.

I'll share the slides later today.

Best,
Riley Singh",0,phishing
"Attention, this is an act now notice regarding your account. Your access will expire within 24 hours. To avoid interruption, act now. This offer is last chance and ends soon. Follow the instructions now.

Keywords: now asap ends soon limited offer

Risk Operations,
Jordan Singh",1,phishing
I told that am coming on wednesday.,0,sms_legacy
Horrible gal. Me in sch doing some stuff. How come u got mc?,0,sms_legacy
"Notice, your account requires verification. To restore access, reset your password and enter your username, 2FA verification code, and recovery key.

Keywords: recover account, username, security question, verification code

Support Desk,
Jordan Kim",1,phishing
"Dear customer, I remembered you mentioning the children's hospital charity gala where we ran into each other. I'm a stranded traveler right now; the hotel is asking for payment verification to extend stay. If you could assist with an emergency loan, I can provide replacement cards soon—trust building is important to me.

Keywords: children's hospital, stranded traveler, we talked about, payment verification, might understand

Sincerely,
Taylor Nguyen",1,phishing
Yes but I don't care cause I know its there!,0,sms_legacy
"He will, you guys close?",0,sms
Never try alone to take the weight of a tear that comes out of ur heart and falls through ur eyes... Always remember a STUPID FRIEND is here to share... BSLVYL,0,sms_legacy
"Hello, I remembered you mentioning the children's hospital charity gala where we ran into each other. I'm a stranded traveler right now; the hotel is asking for payment verification to extend stay. If you could assist with an emergency loan, I can provide replacement cards soon—trust building is important to me.

Keywords: but, international issues, stolen, personal story

Support Desk,
Cameron Nguyen",1,phishing
"Subject: Training session notes

Please find the minutes from our last meeting. Action items are listed at the end of the note for convenience.

Appreciate your feedback on this draft.

Best,
Sam Lee",0,phishing
"Dear user, this is the bank accounts team. There are policy violations on your account. To remain in good standing, follow the official steps to review your account today. Failure to respond may result in a hold.

Keywords: government confidential

Account Services,
Avery Patel",1,phishing
Yunny i'm walking in citylink now Ã¼ faster come down... Me very hungry...,0,sms_legacy
Wah lucky man... Then can save money... Hee...,0,sms
"Subject: Training session notes

Thanks for your help on the analysis. I've pushed the changes and left comments in the PR for clarity.

I'll share the slides later today.

Best,
Jamie Kim",0,phishing
"Subject: Documentation review

Hi team, sharing the latest notes from today's sync. Next steps are attached in the document. Let me know your thoughts.

I'll share the slides later today.

Best,
Jordan Wong",0,phishing
"Subject: Meeting follow-up

Thanks for your help on the analysis. I've pushed the changes and left comments in the PR for clarity.

Feel free to add notes before we meet.

Best,
Cameron Lee",0,phishing
"Subject: Conference registration

Hi team, sharing notes from today's sync. Next steps are in the shared doc. Let me know your thoughts.

Let me know if the timing works for you.

Best,
Alex Garcia",0,phishing
"Dear customer, final warning. Failure to respond will terminate your account. Immediate action is required to avoid fine. Your case will be referred to prosecution if unresolved.

Keywords: seize warrant close judge

Sincerely,
Cameron Singh",1,phishing
Ay wana meet on sat?Ì_ wkg on sat?,0,sms
"Almost there, see u in a sec",0,sms_legacy
"Subject: Welcome aboard

Please find the minutes from our last meeting. Action items are listed at the end for convenience.

Appreciate your feedback on this draft.

Best,
Riley Singh",0,phishing
You are a winner you have been specially selected to receive å£1000 cash or a å£2000 award. Speak to a live operator to claim call 087123002209am-7pm. Cost 10p,1,sms
"Subject: Classroom logistics

I booked the lab for next Wednesday. The calendar invite includes location and equipment details.

Appreciate your feedback on this draft.

Best,
Morgan Khan",0,phishing
"Subject: Project update

Good morning, the updated agenda for next week is included below. Please check your tasks and add comments.

Appreciate your feedback on this draft.

Best,
Riley Kim",0,phishing
I though we shd go out n have some fun so bar in town or something ÛÒ sound ok?,0,sms
Yes. Please leave at  &lt;#&gt; . So that at  &lt;#&gt;  we can leave,0,sms
Your unique user ID is 1172. For removal send STOP to 87239 customer services 08708034412,1,sms_legacy
"In The Simpsons Movie released in July 2007 name the band that died at the start of the film? A-Green Day, B-Blue Day, C-Red Day. (Send A, B or C)",1,sms_legacy
 Limited time offer! Get 90% discount on luxury watches before midnight.,1,email
"Hello, we detected unusual activity on your account. To verify access, please confirm your information. Your account may be restricted until you recover it.

Keywords: suspicious activity compromised

Support Desk,
Jordan Patel",1,phishing
"Notice, you have a new notification. Please click here to view the update. For your convenience, a link and attachment are included. Do not reply to this auto-generated message.

Keywords: click here, sensitive, redirect

Sincerely,
Riley Kim",1,phishing
"Subject: Performance feedback

Thanks for your help on the analysis. I've pushed the changes and added comments in the PR for clarity.

Let me know if the timing works for you.

Best,
Riley Martinez",0,phishing
Every day i use to sleep after  &lt;#&gt;  so only.,0,sms_legacy
I see the letter B on my car,0,sms
"Hello, we detected a login attempt on your account. To restore access, please validate your information. Your account may be restricted until you reactivate it.

Keywords: confirm restricted data breach locked

Compliance Team,
Sam Brown",1,phishing
Lol grr my mom is taking forever with my prescription. Pharmacy is like 2 minutes away. Ugh.,0,sms_legacy
There is os called ubandu which will run without installing in hard disk...you can use that os to copy the important files in system and give it to repair shop..,0,sms
Hey i will be really pretty late... You want to go for the lesson first? I will join you. I'm only reaching tp mrt,0,sms_legacy
This message is from a great Doctor in India:-): 1) Do not drink APPY FIZZ. It contains Cancer causing age,0,sms
"Dear user, final warning. Failure to respond will restrict your account. Immediate action is required to avoid fine. Your case will be referred to prosecution if unresolved.

Keywords: jail forfeit delete arrest

Compliance Team,
Avery Singh",1,phishing
It's ok i wun b angry. Msg u aft i come home tonight.,0,sms
"Subject: Onboarding checklist

Good morning, the updated agenda for next week is included below. Please check your items and add comments.

Feel free to add notes before we meet.

Best,
Casey Khan",0,phishing
"The Last Call! Dear Customer,

As the tax season comes to a close, this is the final call to file your 2022 tax returns.

There are only a few hours left.

Take immediate action and file now before the deadline expires.

Log on to itax.kra.go.ke NOW! Kumbuka kufile returns ni rahisi kuliko kufanya project za CBC.

Deadline to file is today, 30th June 2023.

We are here to serve you, call us on: 020 4 999 999 or 0711 099 999 or email: callcentre@kra.go.ke

If you have filed your returns, kindly ignore this message.

Thank you for your attention and cooperation. We wish you a successful completion of your tax filing obligation.",1,email
"After my work ah... Den 6 plus lor... U workin oso rite... Den go orchard lor, no other place to go liao...",0,sms_legacy
"Dear user, we detected a security alert on your account. To authenticate access, please update your information. Your account may be temporarily on hold until you reactivate it.

Keywords: compromised temporary hold recover unusual activity access denied

Security Team,
Sam Martinez",1,phishing
"Account holder, congratulations! You are the winner of a refund. To collect your payment of $10,000, please provide your credit card to process the amount. This offer is limited time.

Keywords: pounds dollar collect money lottery

Risk Operations,
Avery Brown",1,phishing
I just made some payments so dont have that much. Sorry. Would you want it fedex or the other way.,0,sms_legacy
Had your mobile 11mths ? Update for FREE to Oranges latest colour camera mobiles & unlimited weekend calls. Call Mobile Upd8 on freefone 08000839402 or 2StopTx,1,sms
"Hi there, your account requires verification. To restore access, reset your password and enter your username, 2FA verification code, and recovery key.

Keywords: 2fa, account, recover account

Compliance Team,
Sam Kim",1,phishing
"Notice, the IT department detected a malware infection on your workstation. Run the antivirus scan and install the security patch from the provided link to fix the issue.

Keywords: troubleshoot, update, firewall, support team, patch

IT Desk,
Cameron Martinez",1,phishing
He is there. You call and meet him,0,sms_legacy
"Well, I was about to give up cos they all said no they didnÛ÷t do one nighters. I persevered and found one but it is very cheap so i apologise in advance. It is just somewhere to sleep isnt it?",0,sms
"Hello, we talked about meeting again after the conference. An unexpected situation came up during my business trip. My wallet was stolen at the hotel and payment verification failed. Could you help me with a temporary loan? I will transfer back next week.

Keywords: charity gala, remembered you, widower

Regards,
Morgan Brown",1,phishing
There generally isn't one. It's an uncountable noun - u in the dictionary. pieces of research?,0,sms
"Account holder, congratulations! You are the selected recipient of a prize. To claim your gift of 3 BTC, please provide your account number to process the amount. This deal is available today only.

Keywords: discount thousand refund fee

Support Desk,
Jamie Wong",1,phishing
"Text me when you get off, don't call, my phones having problems",0,sms_legacy
Wat Ì_ doing now?,0,sms
"Subject: Conference registration

Quick reminder about the training session tomorrow. The materials are in the shared drive.

Thanks for reviewing the document.

Best,
Alex Kim",0,phishing
"Notice, final warning. Failure to respond will block your account. Immediate action is required to avoid legal action. Your case will be referred to prosecution if unresolved.

Keywords: jail lawsuit seize restrict subpoena

Support Desk,
Sam Brown",1,phishing
Also track down any lighters you can find,0,sms_legacy
You said not now. No problem. When you can. Let me know.,0,sms
Pls give her prometazine syrup. 5mls then  &lt;#&gt; mins later feed.,0,sms
"Subject: Project update

Please find the minutes from our last meeting. Action items are listed at the end for convenience.

Thanks for reviewing the document.

Best,
Riley Garcia",0,phishing
"Subject: Invoice confirmation

Hello, confirming our meeting on Thursday at 2 PM in the conference room. Please bring the draft slides for review.

I'll share the slides later today.

Best,
Sam Singh",0,phishing
"Dear customer, you have a new notification. Please click here to view the update. For your convenience, a link and attachment are included. Do not reply to this auto-generated message.

Keywords: do not share, auto-generated, redirect, forward

Account Services,
Avery Kim",1,phishing
"Subject: Lab booking confirmation

Good morning, the updated agenda for next week is included below. Please check your items and add comments.

Let me know if the timing works for you.

Best,
Morgan Singh",0,phishing
"Hi there, we talked about meeting again after the conference. An unexpected situation came up during my business trip. My wallet was stolen at the hotel and payment verification failed. Could you help me with a temporary loan? I will transfer back next week.

Keywords: africa, temporary loan, extend stay, hospital, medical conference

Account Services,
Sam Wong",1,phishing
You please give us connection today itself before  &lt;DECIMAL&gt;  or refund the bill,0,sms
"Tunji, how's the queen? how are you doing. This is just wishing you a great day. Abiola.",0,sms_legacy
"Customer place, i wil cal u sir.",0,sms
"Notice, you have a new notification. Please click here to view the update. For your convenience, a link and attachment are included. Do not reply to this auto-generated message.

Keywords: spread, do not forward, sensitive

Regards,
Morgan Kim",1,phishing
"Subject: Research discussion

Thanks for your help on the analysis. I've pushed the changes and added comments in the PR for clarity.

I'll share the slides later today.

Best,
Jordan Nguyen",0,phishing
"Dear customer, this is an immediate notice regarding your account. Your access will expire soon. To avoid interruption, complete the form now. This offer is time sensitive and expires midnight. Follow the instructions immediately.

Keywords: expires midnight time sensitive final notice instantly

IT Desk,
Riley Martinez",1,phishing
I think the other two still need to get cash but we can def be ready by 9,0,sms_legacy
"Can you please ask macho what his price range is, does he want something new or used plus it he only interfued in the blackberry bold  &lt;#&gt;  or any bb",0,sms
"Subject: Onboarding checklist

Sharing the revised documentation with examples. The new endpoints are described in section two.

Thanks for reviewing the document.

Best,
Jordan Garcia",0,phishing
"Dear user, we detected a security alert on your account. To authenticate access, please update your information. Your account may be locked until you recover it.

Keywords: unusual activity breach

Account Services,
Taylor Kim",1,phishing
"Dear customer, your profile has been suspended. Use the secure link to update password and restore access. Enter your 2FA code to continue.

Keywords: security code 2fa update password backup codes

Sincerely,
Riley Khan",1,phishing
"Notice, we detected unusual activity on your account. To authenticate access, please update your information. Your account may be restricted until you reactivate it.

Keywords: security alert suspend compromised restore frozen

IT Desk,
Alex Kim",1,phishing
No da:)he is stupid da..always sending like this:)don believe any of those message.pandy is a mental:),0,sms_legacy
"Attention, your account has been restricted. Use the secure link to reset password and restore access. Enter your 2FA code to continue.

Keywords: forgot password profile two factor activation code passcode

Sincerely,
Riley Lee",1,phishing
 Verify your account now to avoid service interruption.,1,email
Ay wana meet on sat?Ã¼ wkg on sat?,0,sms_legacy
"Subject: Project update

Thanks for attending the workshop. Here are links to references and the slide deck.

I'll share the slides later today.

Best,
Alex Garcia",0,phishing
Hope you are feeling great. Pls fill me in. Abiola,0,sms_legacy
"Dear customer, final warning. Failure to respond will freeze your account. Immediate action is required to avoid legal action. Your case will be referred to prosecution if unresolved.

Keywords: immediate action desist final warning

Support Desk,
Riley Wong",1,phishing
Its sarcasm.. .nt scarcasim,0,sms
Huh so slow i tot u reach long ago liao... U 2 more days only i 4 more leh...,0,sms_legacy
"Dear customer, your profile has been locked. Use the secure link to verify your username and restore access. Enter your 2FA code to continue.

Keywords: username log in

Regards,
Jordan Khan",1,phishing
Must come later.. I normally bathe him in da afternoon mah..,0,sms_legacy
"Subject: Office maintenance

Thanks for attending the workshop. Here are links to references and the slide deck.

Appreciate your feedback on this draft.

Best,
Avery Khan",0,phishing
Come to medical college at 7pm ......forward it da,0,sms
"Hello, final warning. Failure to respond will hold your account. Immediate action is required to avoid legal action. Your case will be referred to the judge if unresolved.

Keywords: criminal prosecution cease close prison

Regards,
Casey Wong",1,phishing
"Dear user, your account requires verification. To restore access, reset your password and enter your username, 2FA verification code, and recovery key.

Keywords: personal information, recovery key, access code, security question

Sincerely,
Alex Nguyen",1,phishing
Natalie (20/F) is inviting you to be her friend. Reply YES-165 or NO-165 See her: www.SMS.ac/u/natalie2k9 STOP? Send STOP FRND to 62468,1,sms
"Subject: Onboarding checklist

Thanks for attending the workshop. Here are links to references and the slide deck.

Let me know if the timing works for you.

Best,
Sam Garcia",0,phishing
"Notice, congratulations! You are the winner of a refund. To redeem your payment of 3 BTC, please provide your routing number to process the amount. This deal is available today only.

Keywords: win prize

Compliance Team,
Casey Martinez",1,phishing
"Subject: Training session notes

Attaching the draft proposal. Feedback by Friday would be appreciated so we can finalize for the client.

Thanks for reviewing the document.

Best,
Cameron Brown",0,phishing
"Hello, you have a new notification. Please click here to view the update. For your convenience, a link and attachment are included. Do not reply to this auto-generated message.

Keywords: redirect, delete after reading, auto-generated, alert, do not forward

Support Desk,
Alex Lee",1,phishing
"Hi there, you have a new notification. Please click here to view the update. For your convenience, a link and attachment are included. Do not reply to this auto-generated message.

Keywords: attachment, notification, noreply, visit

Account Services,
Casey Lee",1,phishing
Fyi I'm gonna call you sporadically starting at like  &lt;#&gt;  bc we are not not doin this shit,0,sms_legacy
"Subject: Documentation review

Sharing the revised documentation with examples. The new endpoints are described in section two.

Feel free to add notes before we meet.

Best,
Jordan Kim",0,phishing
"Plz note: if anyone calling from a mobile Co. &amp; asks u to type # &lt;#&gt;  or # &lt;#&gt; . Do not do so. Disconnect the call,coz it iz an attempt of 'terrorist' to make use of the sim card no. Itz confirmd by nokia n motorola n has been verified by CNN IBN.",0,sms
"Dear customer, your account requires verification. To restore access, reset your password and enter your username, 2FA verification code, and recovery key.

Keywords: login, backup codes, update password, personal information, two factor

Compliance Team,
Jordan Patel",1,phishing
"Subject: Training session notes

I booked the lab for next Wednesday. The calendar invite includes location and equipment details.

Feel free to add notes before we meet.

Best,
Avery Nguyen",0,phishing
"We're all getting worried over here, derek and taylor have already assumed the worst",0,sms
Talk sexy!! Make new friends or fall in love in the worlds most discreet text dating service. Just text VIP to 83110 and see who you could meet.,1,sms
"Subject: Conference registration

Hello, confirming our meeting on Thursday at 2 PM in the conference room. Please bring the draft slides for review.

Thanks for reviewing the document.

Best,
Avery Singh",0,phishing
"Hey elaine, is today's meeting still on?",0,sms
"Attention, we detected a security alert on your account. To verify access, please update your information. Your account may be locked until you recover it.

Keywords: security alert identity theft security temporary hold unauthorized

Compliance Team,
Taylor Kim",1,phishing
"Dear user, final warning. Failure to respond will hold your account. Immediate action is required to avoid fine. Your case will be referred to court if unresolved.

Keywords: confiscate default terminate cancel

Compliance Team,
Riley Lee",1,phishing
U gd lor go shopping i got stuff to do. U wan 2 watch infernal affairs a not? Come lar...,0,sms_legacy
"Dear customer, congratulations! You are the selected recipient of a reward. To claim your payment of €5,000, please provide your account number to process the amount. This deal is limited time.

Keywords: ssn need help

Risk Operations,
Cameron Khan",1,phishing
"Subject: Welcome aboard

Good morning, the updated agenda for next week is included below. Please check your tasks and add comments.

Feel free to add notes before we meet.

Best,
Sam Patel",0,phishing
I think u have the wrong number.,0,sms
"Subject: Research discussion

Thanks for your help on the analysis. I've pushed the changes and added comments in the PR for clarity.

Thanks for reviewing the document.

Best,
Cameron Kim",0,phishing
Future is not what we planned for tomorrow.....! it is the result of what we do today...! Do the best in present... enjoy the future.,0,sms_legacy
"Hi there, we talked about meeting again after the conference. An unexpected situation came up during my business trip. My wallet was stolen at the hotel and payment verification failed. Could you help me with a temporary loan? I will transfer back next week.

Keywords: sincere, businessman, marriage, payment verification, oil rig

Account Services,
Taylor Garcia",1,phishing
watever reLation u built up in dis world only thing which remains atlast iz lonlines with lotz n lot memories! feeling..,0,sms_legacy
That's good. Lets thank God. Please complete the drug. Have lots of water. And have a beautiful day.,0,sms_legacy
"Hi there, this is an urgent notice regarding your account. Your access will expire soon. To avoid interruption, act now and follow the instructions immediately. This is time sensitive and ends soon.

Keywords: expires midnight, deadline, limited time, don't wait

Account Services,
Taylor Martinez",1,phishing
Where did u go? My phone is gonna die you have to stay in here,0,sms_legacy
"K, makes sense, btw carlos is being difficult so you guys are gonna smoke while I go pick up the second batch and get gas",0,sms
Does daddy have a bb now.,0,sms
Dude we should go sup again,0,sms
"Notice, congratulations! You are the selected recipient of a prize. To claim your gift of €5,000, please provide your account number to process the amount. This offer is available today only.

Keywords: jackpot $ refund

Sincerely,
Morgan Lee",1,phishing
"Subject: Meeting follow-up

Good morning, the updated agenda for next week is included below. Please check your tasks and add comments.

I'll share the slides later today.

Best,
Alex Patel",0,phishing
What u mean u almost done? Done wif sleeping? But i tot u going to take a nap.. Yup i send her liao so i'm picking her up at ard 4 smth lor..,0,sms
My slave! I want you to take 2 or 3 pictures of yourself today in bright light on your cell phone! Bright light!,0,sms_legacy
"Attention, this is an expire notice regarding your account. Your access will be limited today. To avoid interruption, act now. This offer is time sensitive and ends soon. Follow the instructions now.

Keywords: today only time sensitive now limited time don't wait

IT Desk,
Sam Singh",1,phishing
No shoot me. I'm in the docs waiting room. :/,0,sms_legacy
"Yeah, probably earlier than that",0,sms
"Hello, congratulations! You are the winner of a reward. To collect your gift of $1,200, please provide your routing number to process the sum. This offer is limited time.

Keywords: total earnings dollars credit card price

Risk Operations,
Jordan Brown",1,phishing
I can take you at like noon,0,sms_legacy
"Subject: Code review summary

Thanks for your help on the analysis. I've pushed the changes and left comments in the PR for clarity.

Let me know if the timing works for you.

Best,
Riley Wong",0,phishing
"Subject: Meeting follow-up

Hello, confirming our meeting on Thursday at 2 PM in the conference room. Please bring the draft slides.

Let me know if the timing works for you.

Best,
Morgan Brown",0,phishing
"Subject: Team lunch planning

Sharing the revised documentation with examples. The new endpoints are described in section two.

Thanks for reviewing the document.

Best,
Riley Patel",0,phishing
"Attention, your account has been locked. Use the secure link to verify your username and restore access. Enter your 2FA code to continue.

Keywords: password personal information sign in

Account Services,
Morgan Patel",1,phishing
Well. You know what i mean. Texting,0,sms
U don't know how stubborn I am. I didn't even want to go to the hospital. I kept telling Mark I'm not a weak sucker. Hospitals are for weak suckers.,0,sms
"Account holder, your profile has been restricted. Use the secure link to reset password and restore access. Enter your verification code to continue.

Keywords: passcode login access code

Security Team,
Jordan Brown",1,phishing
Dont think you need yellow card for uk travel. Ask someone that has gone before. If you do its just  &lt;#&gt; bucks,0,sms_legacy
"SIX chances to win CASH! From 100 to 20,000 pounds txt> CSH11 and send to 87575. Cost 150p/day, 6days, 16+ TsandCs apply Reply HL 4 info",1,sms
"Hi there, your account requires verification. To restore access, reset your password and enter your username, 2FA verification code, and recovery key.

Keywords: sign in, signin, backup codes, personal information, security code

Security Team,
Jamie Brown",1,phishing
Is ur lecture over?,0,sms
"Attention, I remembered you mentioning the children's hospital charity gala where we ran into each other. I'm a stranded traveler right now; the hotel is asking for payment verification to extend stay. If you could assist with an emergency loan, I can provide replacement cards soon—trust building is important to me.

Keywords: personal story, payment verification, emergency loan, temporary loan, we talked about

Sincerely,
Alex Khan",1,phishing
You have 1 new message. Please call 08715205273,1,sms_legacy
"Subject: Quarterly roadmap

Please find the minutes from our last meeting. Action items are listed at the end for convenience.

Let me know if the timing works for you.

Best,
Riley Garcia",0,phishing
Dear how you. Are you ok?,0,sms
Text her. If she doesnt reply let me know so i can have her log in,0,sms_legacy
"Dear user, your login has been restricted. Use the secure link to reset password and restore access. Enter your 2FA code to continue.

Keywords: access code update password

Security Team,
Jordan Wong",1,phishing
Beauty sleep can help ur pimples too.,0,sms_legacy
"Subject: Classroom logistics

I booked the lab for next Wednesday. The calendar invite includes location and equipment details.

I'll share the slides later today.

Best,
Morgan Patel",0,phishing
"Subject: Performance feedback

Sharing the revised documentation with examples. The new endpoints are described in section two.

Thanks for reviewing the document.

Best,
Jamie Martinez",0,phishing
Its worse if if uses half way then stops. Its better for him to complete it.,0,sms_legacy
"Dear customer, your account requires verification. To restore access, reset your password and enter your username, 2FA verification code, and recovery key.

Keywords: access code, backup codes, log in

Account Services,
Casey Nguyen",1,phishing
"Subject: Performance feedback

Attaching the draft proposal. Feedback by Friday would be appreciated so we can finalize for the client.

Thanks for reviewing the document.

Best,
Riley Lee",0,phishing
"Subject: Training session notes

Please find the minutes from our last meeting. Action items are listed at the end of the note for convenience.

Appreciate your feedback on this draft.

Best,
Taylor Khan",0,phishing
"Subject: Performance feedback

Hello, confirming our meeting on Thursday at 2 PM in the conference room. Please bring the draft slides for review.

Thanks for reviewing the document.

Best,
Alex Nguyen",0,phishing
"Subject: Weekly status report

Hi team, sharing notes from today's sync. Next steps are in the shared doc. Let me know your thoughts.

Feel free to add notes before we meet.

Best,
Sam Patel",0,phishing
Babe ! What are you doing ? Where are you ? Who are you talking to ? Do you think of me ? Are you being a good boy? Are you missing me? Do you love me ?,0,sms_legacy
"Hi there, your account has been locked. Use the secure link to update password and restore access. Enter your verification code to continue.

Keywords: personal information backup codes login 2fa

Regards,
Riley Singh",1,phishing
That depends. How would you like to be treated? :),0,sms
"I sent you the prices and do you mean the  &lt;#&gt; g,",0,sms_legacy
We'll you pay over like  &lt;#&gt; yrs so its not too difficult,0,sms_legacy
"Dear user, your account requires verification. To restore access, reset your password and enter your username, 2FA verification code, and recovery key.

Keywords: security code, login, personal information, username

Regards,
Morgan Patel",1,phishing
Ok then no need to tell me anything i am going to sleep good night,0,sms_legacy
Loans for any purpose even if you have Bad Credit! Tenants Welcome. Call NoWorriesLoans.com on 08717111821,1,sms
"Subject: Documentation review

Attaching the draft proposal. Feedback by Friday would be appreciated so we can finalize for the client.

Let me know if the timing works for you.

Best,
Jamie Wong",0,phishing
Thats cool! I am a gentleman and will treat you with dignity and respect.,0,sms
No. She's currently in scotland for that.,0,sms
"Hi there, we talked about meeting again after the conference. An unexpected situation came up during my business trip. My wallet was stolen at the hotel and payment verification failed. Could you help me with a temporary loan? I will transfer back next week.

Keywords: romance, hospital, military, doctor, businessman, international issues

Sincerely,
Jordan Patel",1,phishing
"Subject: Research discussion

Hi team, sharing the latest notes from today's sync. Next steps are attached in the document. Let me know your thoughts.

Let me know if the timing works for you.

Best,
Jamie Singh",0,phishing
I fetch yun or u fetch?,0,sms_legacy
Your gonna have to pick up a $1 burger for yourself on your way home. I can't even move. Pain is killing me.,0,sms_legacy
"Subject: Quarterly roadmap

Good morning, the updated agenda for next week is included below. Please check your items and add comments.

Thanks for reviewing the document.

Best,
Casey Garcia",0,phishing
"Notice, we talked about meeting again after the conference. An unexpected situation came up during my business trip. My wallet was stolen at the hotel and payment verification failed. Could you help me with a temporary loan? I will transfer back next week.

Keywords: oil rig, hotel, charity gala, zelle, conference

IT Desk,
Jamie Garcia",1,phishing
"Subject: Schedule confirmation

Please find the minutes from our last meeting. Action items are listed at the end of the note for convenience.

Appreciate your feedback on this draft.

Best,
Avery Kim",0,phishing
"Attention, your account has been locked. Use the secure link to verify your username and restore access. Enter your username and password to continue.

Keywords: change password forgot password

Support Desk,
Morgan Garcia",1,phishing
"Notice, your account requires verification. To restore access, reset your password and enter your username, 2FA verification code, and recovery key.

Keywords: recovery key, backup codes, two factor, verification code, passcode

Compliance Team,
Taylor Khan",1,phishing
"Dear customer, your account requires verification. To restore access, reset your password and enter your username, 2FA verification code, and recovery key.

Keywords: activation code, backup codes, security code

Compliance Team,
Casey Martinez",1,phishing
"Hi there, we detected a security alert on your account. To restore access, please update your information. Your account may be temporarily on hold until you reactivate it.

Keywords: identity theft recover hacked restore violation

IT Desk,
Taylor Brown",1,phishing
"Hi there, you have a new notification. Please click here to view the update. For your convenience, a link and attachment are included. Do not reply to this auto-generated message.

Keywords: classified, delete after reading, announcement, do not share, share, sensitive

Account Services,
Alex Khan",1,phishing
I'm working technical support :)voice process.networking field.,0,sms
"As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a Â£1500 Bonus Prize, call 09066368470",1,sms_legacy
"Subject: Weekly status report

Thanks for your help on the analysis. I've pushed the changes and left comments in the PR for clarity.

Thanks for reviewing the document.

Best,
Cameron Brown",0,phishing
"Hi there, you have a new notification. Please click here to view the update. For your convenience, a link and attachment are included. Do not reply to this auto-generated message.

Keywords: confidential, auto-generated, link, noreply, do not share

Compliance Team,
Taylor Martinez",1,phishing
"Hello, final warning. Failure to respond will restrict your account. Immediate action is required to avoid legal action. Your case will be referred to court if unresolved.

Keywords: prison arrest confiscate

Regards,
Cameron Brown",1,phishing
"Dear,regret i cudnt pick call.drove down frm ctla now at cochin home.left mobile in car..ente style ishtamayoo?happy bakrid!",0,sms
"Account holder, we detected a security alert on your account. To restore access, please update your information. Your account may be temporarily on hold until you reactivate it.

Keywords: compromised malware detected locked violation

Sincerely,
Casey Kim",1,phishing
"Subject: Classroom logistics

Quick reminder about the training session tomorrow. The materials are in the shared drive.

I'll share the slides later today.

Best,
Riley Brown",0,phishing
"Subject: Weekly status report

I booked the lab for next Wednesday. The calendar invite includes location and equipment details.

Appreciate your feedback on this draft.

Best,
Riley Khan",0,phishing
"HOT LIVE FANTASIES call now 08707500020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national rate call",1,sms_legacy
They did't play one day last year know even though they have very good team.. Like india.,0,sms_legacy
"Notice, the IT department detected a malware infection on your workstation. Run the antivirus scan and install the security patch from the provided link to fix the issue.

Keywords: error, maintenance, it department, database, security software, infection

IT Desk,
Alex Martinez",1,phishing
"Subject: Documentation review

Hello, confirming our meeting on Thursday at 2 PM in the conference room. Please bring the draft slides for review.

I'll share the slides later today.

Best,
Alex Nguyen",0,phishing
"Subject: Training session notes

Sharing the revised documentation with examples. The endpoints are described in section two.

I'll share the slides later today.

Best,
Morgan Brown",0,phishing
"Good morning, my Love ... I go to sleep now and wish you a great day full of feeling better and opportunity ... You are my last thought babe, I LOVE YOU *kiss*",0,sms_legacy
Check wid corect speling i.e. Sarcasm,0,sms_legacy
"[Û_] anyway, many good evenings to u! s",0,sms
"Haha yeah, 2 oz is kind of a shitload",0,sms
"Hello, you have a new notification. Please click here to view the update. For your convenience, a link and attachment are included. Do not reply to this auto-generated message.

Keywords: system generated, auto-generated, notice

Compliance Team,
Avery Kim",1,phishing
"Attention, this is the fraud prevention accounts team. There are policy violations on your account. To remain in good standing, follow the confidential steps to review your account today. Failure to respond may result in a hold.

Keywords: google legal

Support Desk,
Taylor Khan",1,phishing
Yup but not studying surfing lor. I'm in e lazy mode today.,0,sms_legacy
Hmmm.still we dont have opener?,0,sms_legacy
i thought we were doing a king of the hill thing there.,0,sms
"Subject: Office maintenance

Hi team, sharing notes from today's sync. Next steps are in the shared doc. Let me know your thoughts.

Appreciate your feedback on this draft.

Best,
Taylor Patel",0,phishing
Try to do something dear. You read something for exams,0,sms
I'm aight. Wat's happening on your side.,0,sms
Why i come in between you people,0,sms
"Attention, this is an urgent notice regarding your account. Your access will expire soon. To avoid interruption, act now and follow the instructions immediately. This is time sensitive and ends soon.

Keywords: act now, expires today, don't wait, final notice

Security Team,
Cameron Khan",1,phishing
"Had your mobile 10 mths? Update to the latest Camera/Video phones for FREE. KEEP UR SAME NUMBER, Get extra free mins/texts. Text YES for a call",1,sms
Customer place i will call you.,0,sms
"Hi there, this is an act now notice regarding your account. Your access will expire within 24 hours. To avoid interruption, respond asap. This offer is last chance and ends soon. Follow the instructions now.

Keywords: don't wait asap

Sincerely,
Sam Martinez",1,phishing
